local_time,conditions,temperature,pressure,humidity,staion
2019-01-01T00:00:00Z,Clear,20.3,1102.5624428704382,74.89688492312992,MEL
2018-01-01T00:00:00Z,Rain,20,1016.4574143968523,94.89688492312992,ADL
2018-02-01T00:00:00Z,Clear,19.5,1117.8835830118508,74.89688492312992,ADL
2018-03-01T00:00:00Z,Clear,18,1082.7983790382743,74.89688492312992,ADL
2018-04-01T00:00:00Z,Rain,15.7,1013.3530662328005,94.89688492312992,ADL
2018-05-01T00:00:00Z,Rain,13.4,995.6359485190362,94.89688492312992,ADL
2018-06-01T00:00:00Z,Clear,11.6,1113.2952159017325,74.89688492312992,ADL
2018-07-01T00:00:00Z,Clear,10.9,1086.3236548963935,74.89688492312992,ADL
2018-08-01T00:00:00Z,Rain,11.5,1007.4828628662974,94.89688492312992,ADL
2018-09-01T00:00:00Z,Clear,13.1,1092.6346723295749,74.89688492312992,ADL
2018-10-01T00:00:00Z,Clear,15.4,1113.1733489900828,74.89688492312992,ADL
2018-11-01T00:00:00Z,Clear,17.6,1092.0841178789735,74.89688492312992,ADL
2018-12-01T00:00:00Z,Clear,19.3,1100.9714229617268,74.89688492312992,ADL
2019-01-01T00:00:00Z,Clear,20,1117.3730358134956,74.89688492312992,ADL
2018-01-01T00:00:00Z,Clear,25.1,1107.8236850500107,74.89688492312992,PER
2018-02-01T00:00:00Z,Clear,24.6,1102.9656589645892,74.89688492312992,PER
2018-03-01T00:00:00Z,Clear,23,1082.8690903503448,74.89688492312992,PER
2018-04-01T00:00:00Z,Rain,20.7,987.0702939536422,94.89688492312992,PER
2018-05-01T00:00:00Z,Clear,18.3,1118.1816860437393,74.89688492312992,PER
2018-06-01T00:00:00Z,Clear,16.5,1101.3257032502443,74.89688492312992,PER
2018-07-01T00:00:00Z,Clear,15.8,1103.2080115154386,74.89688492312992,PER
2018-08-01T00:00:00Z,Rain,16.4,983.374976772815,94.89688492312992,PER
2018-09-01T00:00:00Z,Clear,18.1,1083.0014160983264,74.89688492312992,PER
2018-10-01T00:00:00Z,Clear,20.4,1088.2667912319303,74.89688492312992,PER
2018-11-01T00:00:00Z,Rain,22.7,995.9475406501442,94.89688492312992,PER
2018-12-01T00:00:00Z,Rain,24.4,999.4868835769594,94.89688492312992,PER
2019-01-01T00:00:00Z,Clear,25.1,1102.073869869113,74.89688492312992,PER
2018-01-01T00:00:00Z,Rain,30.9,1017.281533966586,94.89688492312992,OOL
2018-02-01T00:00:00Z,Rain,30.4,1019.2566079299897,94.89688492312992,OOL
2018-03-01T00:00:00Z,Clear,28.8,1113.012775027007,74.89688492312992,OOL
2018-04-01T00:00:00Z,Clear,26.3,1102.117902937159,74.89688492312992,OOL
2018-05-01T00:00:00Z,Clear,23.8,1088.4498432211578,74.89688492312992,OOL
2018-06-01T00:00:00Z,Clear,22,1083.2398303717375,74.89688492312992,OOL
2018-07-01T00:00:00Z,Clear,21.2,1091.9637168038637,74.89688492312992,OOL
2018-08-01T00:00:00Z,Rain,21.8,990.6473575837911,94.89688492312992,OOL
2018-09-01T00:00:00Z,Clear,23.6,1098.8204872075469,74.89688492312992,OOL
2018-10-01T00:00:00Z,Clear,26,1088.7654162224383,74.89688492312992,OOL
2018-11-01T00:00:00Z,Clear,28.4,1093.699503562227,74.89688492312992,OOL
2018-12-01T00:00:00Z,Rain,30.2,1003.5088717218489,94.89688492312992,OOL
2019-01-01T00:00:00Z,Clear,30.9,1101.4079983092845,74.89688492312992,OOL
2018-01-01T00:00:00Z,Rain,38.9,1003.3904098685831,94.89688492312992,CNS
2018-02-01T00:00:00Z,Clear,38.5,1090.1208600554614,74.89688492312992,CNS
2018-03-01T00:00:00Z,Clear,36.8,1099.3114566583185,74.89688492312992,CNS
2018-04-01T00:00:00Z,Clear,34.5,1082.1007811337709,74.89688492312992,CNS
2018-05-01T00:00:00Z,Rain,32.1,987.5026888459921,94.89688492312992,CNS
2018-06-01T00:00:00Z,Rain,30.2,1017.0231580607593,94.89688492312992,CNS
2018-07-01T00:00:00Z,Clear,29.5,1091.051654728502,74.89688492312992,CNS
2018-08-01T00:00:00Z,Clear,30.1,1113.1005285646766,74.89688492312992,CNS
2018-09-01T00:00:00Z,Clear,31.8,1095.9317392542957,74.89688492312992,CNS
2018-10-01T00:00:00Z,Clear,34.2,1097.4045274373143,74.89688492312992,CNS
2018-11-01T00:00:00Z,Clear,36.5,1104.1791827943175,74.89688492312992,CNS
2018-12-01T00:00:00Z,Clear,38.3,1082.3081579212098,74.89688492312992,CNS
2019-01-01T00:00:00Z,Clear,38.9,1096.9008045982569,74.89688492312992,CNS
2018-01-01T00:00:00Z,Rain,12.3,1019.139053620398,94.89688492312992,HBA
2018-02-01T00:00:00Z,Clear,11.8,1109.6668892018497,74.89688492312992,HBA
2018-03-01T00:00:00Z,Clear,10.3,1099.8720026891679,74.89688492312992,HBA
2018-04-01T00:00:00Z,Clear,8.1,1088.7014824282378,74.89688492312992,HBA
2018-05-01T00:00:00Z,Clear,5.8,1087.8565071932971,74.89688492312992,HBA
2018-06-01T00:00:00Z,Clear,4.1,1088.171095032245,74.89688492312992,HBA
2018-07-01T00:00:00Z,Clear,3.4,1088.7935317344964,74.89688492312992,HBA
2018-08-01T00:00:00Z,Clear,4,1090.1331242863089,74.89688492312992,HBA
2018-09-01T00:00:00Z,Clear,5.6,1119.6243514623493,74.89688492312992,HBA
2018-10-01T00:00:00Z,Clear,7.8,1110.5093968790025,74.89688492312992,HBA
2018-11-01T00:00:00Z,Clear,10,1096.6606654450297,74.89688492312992,HBA
2018-12-01T00:00:00Z,Clear,11.7,1096.05937570706,74.89688492312992,HBA
2019-01-01T00:00:00Z,Rain,12.3,1003.359649958089,94.89688492312992,HBA
2018-01-01T00:00:00Z,Clear,32,1097.6395267803223,74.89688492312992,ISA
2018-02-01T00:00:00Z,Rain,31.6,987.2315168842673,94.89688492312992,ISA
2018-03-01T00:00:00Z,Rain,30,987.6081869095564,94.89688492312992,ISA
2018-04-01T00:00:00Z,Rain,27.6,970.0493457816541,94.89688492312992,ISA
2018-05-01T00:00:00Z,Clear,25.2,1101.0485395599158,74.89688492312992,ISA
2018-06-01T00:00:00Z,Rain,23.4,1001.6965644802898,94.89688492312992,ISA
2018-07-01T00:00:00Z,Clear,22.7,1093.3248088318855,74.89688492312992,ISA
2018-08-01T00:00:00Z,Rain,23.3,989.5941711585969,94.89688492312992,ISA
2018-09-01T00:00:00Z,Clear,25,1101.0352976150812,74.89688492312992,ISA
2018-10-01T00:00:00Z,Rain,27.3,1001.0226834375411,94.89688492312992,ISA
2018-11-01T00:00:00Z,Clear,29.6,1076.8870345313103,74.89688492312992,ISA
2018-12-01T00:00:00Z,Clear,31.4,1088.1328836731614,74.89688492312992,ISA
2019-01-01T00:00:00Z,Clear,32,1081.7270785659553,74.89688492312992,ISA
2018-01-01T00:00:00Z,Clear,44.7,1087.6813641216606,74.89688492312992,DRW
2018-02-01T00:00:00Z,Rain,44.2,1016.1065814297647,94.89688492312992,DRW
2018-03-01T00:00:00Z,Rain,42.6,1016.3077435296029,94.89688492312992,DRW
2018-04-01T00:00:00Z,Clear,40.2,1098.2167566034943,74.89688492312992,DRW
2018-05-01T00:00:00Z,Rain,37.7,1004.4681387141347,94.89688492312992,DRW
2018-06-01T00:00:00Z,Clear,35.8,1110.7622897278518,74.89688492312992,DRW
2018-07-01T00:00:00Z,Clear,35.1,1101.1090394973755,74.89688492312992,DRW
2018-08-01T00:00:00Z,Clear,35.7,1085.9455741409213,74.89688492312992,DRW
2018-09-01T00:00:00Z,Clear,37.5,1091.1675692562014,74.89688492312992,DRW
2018-10-01T00:00:00Z,Clear,39.8,1108.2577138978988,74.89688492312992,DRW
2018-11-01T00:00:00Z,Rain,42.2,991.0580312579871,94.89688492312992,DRW
2018-12-01T00:00:00Z,Clear,44,1117.1408812820912,74.89688492312992,DRW
2019-01-01T00:00:00Z,Clear,44.7,1095.4520672213287,74.89688492312992,DRW
